mode,question_id,rank,evidence_id,evidence_type,source,matched_fact_ids,text
bm25,Q05,17,chunk:GSE111619_HTSeq_counts.txt:107:6725ce509a4b,document_chunk,GSE111619_HTSeq_counts.txt,[],0	0	0 CCDC57	1423	1454	1461	1352 CCDC58	636	606	447	468 CCDC59	1256	1242	829	818 CCDC6	7704	7330	6977	6838 CCDC60	483	460	137	149 CCDC61	325	306	195	199 CCDC62	13	8	8	5 CCDC63	3	3	8	9 CCDC64	1301	1331	3024	2605 CCDC64B	739	783	1485	1309 CCDC65	0	0	1	1 CCDC66	1059	970	797	777 CCDC67	0	0	0	0 CCDC68	702	771	1860	1873 CCDC69	1239	1128	865	793 CCDC7	136	125	96	87 CCDC70	0	0	0	0 CCDC71	1019	998	846	793 CCDC71L	1496	1381	2744	2570 CCDC73	13	11	2	7 CCDC74A	65	68	30	22 CCDC74B	42	21	10	13 CCDC77	824	713	
bm25,Q05,18,chunk:GSE111619_HTSeq_counts.txt:108:0222e68a7445,document_chunk,GSE111619_HTSeq_counts.txt,[],30	6379 CCDC81	10	14	8	14 CCDC82	2207	2150	1776	1768 CCDC83	0	1	4	2 CCDC84	804	854	709	689 CCDC85A	1	3	4	6 CCDC85B	850	968	592	606 CCDC85C	3938	3730	3116	3075 CCDC86	2320	2172	1341	1388 CCDC87	24	10	43	51 CCDC88A	1738	1638	519	512 CCDC88B	450	435	286	262 CCDC88C	280	246	138	131 CCDC89	4	4	7	5 CCDC9	785	764	821	862 CCDC90B	3600	3215	3268	3288 CCDC91	1545	1439	1564	1501 CCDC92	1288	1300	1165	1085 CCDC93	2398	2339	2868	2489 CCDC94	931	916	577	596 CCDC96	126	103	190	207 CCDC97	1841	1797	1552	1344 CC
bm25,Q05,19,chunk:GSE111619_HTSeq_counts.txt:109:5df818b68ff2,document_chunk,GSE111619_HTSeq_counts.txt,[],15 CCKAR	0	0	0	0 CCKBR	0	0	0	1 CCL1	0	0	0	0 CCL11	0	0	0	0 CCL13	0	0	0	0 CCL14	0	0	0	0 CCL15	0	0	0	1 CCL15-CCL14	0	0	0	0 CCL16	0	0	2	0 CCL17	0	0	2	2 CCL18	0	0	0	0 CCL19	0	0	0	0 CCL2	0	0	0	0 CCL20	35	35	33	28 CCL21	0	0	0	0 CCL22	31	27	394	349 CCL23	0	0	0	0 CCL24	0	0	0	0 CCL25	0	0	1	0 CCL26	9	6	7	11 CCL27	6	7	4	1 CCL28	340	311	723	658 CCL3	0	2	0	0 CCL3L1	0	0	0	0 CCL3L3	0	0	0	0 CCL4	0	0	0	0 CCL4L1	0	0	0	0 CCL4L2	0	0	0	0 CCL5	48	44	70	58 CCL7	0	0	0	0 CCL8	0	0	0	0 CCM2	2537	2489	1895	1899 CCM2L	0	0	0	
bm25,Q05,20,chunk:GSE111619_HTSeq_counts.txt:10:7e57f496cf19,document_chunk,GSE111619_HTSeq_counts.txt,[],260	11587	13892	12679 ADAM17	3840	3712	3223	3043 ADAM18	0	0	1	0 ADAM19	544	448	683	722 ADAM1A	149	149	146	112 ADAM2	0	0	0	0 ADAM20	4	4	5	6 ADAM20P1	7	18	29	20 ADAM21	97	88	114	131 ADAM21P1	15	17	20	16 ADAM22	224	232	263	266 ADAM23	373	349	284	296 ADAM28	15	5	25	34 ADAM29	0	1	1	2 ADAM30	0	0	0	0 ADAM32	11	12	43	37 ADAM33	0	0	0	1 ADAM3A	0	0	0	0 ADAM5	0	1	0	0 ADAM6	0	0	0	0 ADAM7	0	0	0	0 ADAM8	1219	1277	4135	3717 ADAM9	14374	13766	26037	25705 ADAMDEC1	0	0	0	0 ADAMTS1	87	64	27	31 ADAMTS10	0	0	0	0 ADAM
vector,Q05,1,chunk:GSE111619_family.soft:35:a3b6b9cab079,document_chunk,GSE111619_family.soft,[],cDNA !Sample_library_source = transcriptomic !Sample_library_strategy = RNA-Seq !Sample_relation = BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN08667769 !Sample_relation = SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3777459 !Sample_supplementary_file_1 = NONE !Sample_series_id = GSE111619 !Sample_series_id = GSE111635 !Sample_data_row_count = 0
vector,Q05,2,chunk:GSE111619_series_matrix.txt:1:437999cf07da,document_chunk,GSE111619_series_matrix.txt,[],"ssion."" !Series_overall_design	""Poly(A)+ RNA for two independent biological replicates was purified  from H226 cells (inducible shControl and shp63) incubated treated for six days with 1 µg/mL doxycycline. a TruSeq Stranded mRNA Library Prep Kit (Illumina). Libraries were sequenced on an Illumina HiSeq 2000 system at the University of Colorado Cancer Center Genomics and Microarray Core facility. Reads were aligned (TopHat2) to the Human reference genome (GRCh37/hg19) and gene-level counts (HTseq"
vector,Q05,3,chunk:GSE111619_family.soft:18:fa685cb8fd2e,document_chunk,GSE111619_family.soft,[],he following options (--stranded=reverse –minaqual=10 –type=exon –idattr=gene --mode=intersection-nonempty) using the GTF provided in the UCSC hg19-based igenomes bundle (https://support.illumina.com/sequencing/sequencing_software/igenome.html) !Sample_data_processing = Genome_build: GRCh37/hg19; Bowtie2 index and GTF from iGenomes UCSC hg19 bundle (https://support.illumina.com/sequencing/sequencing_software/igenome.html) !Sample_data_processing = Supplementary_files_format_and_content: Tab deli
vector,Q05,4,chunk:GSE111619_family.soft:33:887d9b8483f9,document_chunk,GSE111619_family.soft,[],C (v2.6) !Sample_data_processing = Raw gene-level count data was generated using HTSeq (v0.6.1) with the following options (--stranded=reverse –minaqual=10 –type=exon –idattr=gene --mode=intersection-nonempty) using the GTF provided in the UCSC hg19-based igenomes bundle (https://support.illumina.com/sequencing/sequencing_software/igenome.html) !Sample_data_processing = Genome_build: GRCh37/hg19; Bowtie2 index and GTF from iGenomes UCSC hg19 bundle (https://support.illumina.com/sequencing/sequen
vector,Q05,5,chunk:GSE111619_family.soft:10:af45eaa5686d,document_chunk,GSE111619_family.soft,[],ng Picard (v1.129) !Sample_data_processing = Quality assessment of final mapped reads was performed using RSeQC (v2.6) !Sample_data_processing = Raw gene-level count data was generated using HTSeq (v0.6.1) with the following options (--stranded=reverse –minaqual=10 –type=exon –idattr=gene --mode=intersection-nonempty) using the GTF provided in the UCSC hg19-based igenomes bundle (https://support.illumina.com/sequencing/sequencing_software/igenome.html) !Sample_data_processing = Genome_build: GRC
vector,Q05,6,chunk:GSE111619_family.soft:20:9af496ac6e9a,document_chunk,GSE111619_family.soft,[],"oSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN08667774 !Sample_relation = SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3777457 !Sample_supplementary_file_1 = NONE !Sample_series_id = GSE111619 !Sample_series_id = GSE111635 !Sample_data_row_count = 0 ^SAMPLE = GSM3035187 !Sample_title = H226 shp63, 6 days doxycycline, replicate 1 !Sample_geo_accession = GSM3035187 !Sample_status = Public on Aug 27 2018 !Sample_submission_date = Mar 09 2018 !Sample_last_update_date = Aug 27 2018 !Sample_typ"
vector,Q05,7,chunk:GSE111619_series_matrix.txt:27:426a10e70046,document_chunk,GSE111619_series_matrix.txt,[],"ple/SAMN08667769"" !Sample_relation	""SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3777456""	""SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3777457""	""SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3777458""	""SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3777459"" !Sample_supplementary_file_1	""NONE""	""NONE""	""NONE""	""NONE"" !series_matrix_table_begin ""ID_REF""	""GSM3035185""	""GSM3035186""	""GSM3035187""	""GSM3035188"" !series_matrix_table_end"
vector,Q05,8,chunk:GSE111619_family.soft:15:044bb04e836b,document_chunk,GSE111619_family.soft,[],"Stranded mRNA Library Prep Kit (Illumina), according to the manufacturer’s instructions. !Sample_description = total RNA from doxycycline-treated H226 shControl cells !Sample_description = shControl_rep2 !Sample_description = NonTargeting_rep2 !Sample_data_processing = Signal processing, base-calling, and quality scoring was carried out automatically by the HiSeq 2500 Real-Time Analysis (RTA) software (Illumina) !Sample_data_processing = Demultiplexing and conversion to FASTQ format was carried "
vector,Q05,9,chunk:GSE111619_family.soft:4:00eb8f492584,document_chunk,GSE111619_family.soft,[],sample_taxid = 9606 !Series_relation = SubSeries of: GSE111635 !Series_relation = BioProject: https://www.ncbi.nlm.nih.gov/bioproject/PRJNA437576 !Series_relation = SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRP134235 ^PLATFORM = GPL16791 !Platform_title = Illumina HiSeq 2500 (Homo sapiens) !Platform_geo_accession = GPL16791 !Platform_status = Public on Mar 14 2013 !Platform_submission_date = Mar 14 2013 !Platform_last_update_date = Mar 27 2019 !Platform_technology = high-throughput sequencing !
vector,Q05,10,chunk:GSE111619_family.soft:12:70d15f8f2b25,document_chunk,GSE111619_family.soft,[],80045 !Sample_contact_country = USA !Sample_instrument_model = Illumina HiSeq 2500 !Sample_library_selection = cDNA !Sample_library_source = transcriptomic !Sample_library_strategy = RNA-Seq !Sample_relation = BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN08667775 !Sample_relation = SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3777456 !Sample_supplementary_file_1 = NONE !Sample_series_id = GSE111619 !Sample_series_id = GSE111635 !Sample_data_row_count = 0 ^SAMPLE = GSM3035186 !Sample_ti
vector,Q05,11,chunk:GSE111619_HTSeq_counts.txt:352:c559748d9916,document_chunk,GSE111619_HTSeq_counts.txt,[],TAP2-3	0	0	0	0 KRTAP2-4	0	0	0	0 KRTAP20-1	0	0	0	0 KRTAP20-2	0	0	0	0 KRTAP20-3	0	0	0	0 KRTAP20-4	0	0	0	0 KRTAP21-1	0	0	0	0 KRTAP21-2	0	0	0	0 KRTAP21-3	0	0	0	0 KRTAP22-1	0	0	0	0 KRTAP22-2	0	0	0	0 KRTAP23-1	0	0	0	0 KRTAP24-1	0	0	0	0 KRTAP25-1	0	0	0	0 KRTAP26-1	0	0	0	0 KRTAP27-1	0	0	0	0 KRTAP29-1	0	0	0	0 KRTAP3-1	0	0	0	0 KRTAP3-2	0	0	0	0 KRTAP3-3	0	0	0	0 KRTAP4-1	33	33	41	36 KRTAP4-11	0	0	0	0 KRTAP4-12	0	0	0	0 KRTAP4-2	0	0	1	0 KRTAP4-3	0	0	0	0 KRTAP4-4	0	0	0	0 KRTAP4-5	0	0	0	0 KRTAP4-6	0	0	0	0 KRTAP
vector,Q05,12,chunk:GSE111619_HTSeq_counts.txt:351:c9a301a1cc5f,document_chunk,GSE111619_HTSeq_counts.txt,[],0 KRTAP10-11	0	0	0	0 KRTAP10-12	0	0	0	0 KRTAP10-2	0	0	0	0 KRTAP10-3	0	0	0	0 KRTAP10-4	0	0	0	0 KRTAP10-5	0	0	0	0 KRTAP10-6	1	0	0	0 KRTAP10-7	0	0	0	0 KRTAP10-8	0	0	0	0 KRTAP10-9	0	0	0	0 KRTAP11-1	0	0	0	0 KRTAP12-1	2	0	0	0 KRTAP12-2	0	0	0	0 KRTAP12-3	0	0	0	0 KRTAP12-4	0	0	0	0 KRTAP13-1	0	0	0	0 KRTAP13-2	0	0	0	0 KRTAP13-3	0	0	0	0 KRTAP13-4	0	0	0	0 KRTAP15-1	0	0	0	0 KRTAP16-1	0	0	0	0 KRTAP17-1	0	0	0	0 KRTAP19-1	0	0	0	0 KRTAP19-2	0	0	0	0 KRTAP19-3	0	0	0	0 KRTAP19-4	0	0	0	0 KRTAP19-5	0	0	0	0 KRTAP19-6	
vector,Q05,13,chunk:GSE111619_series_matrix.txt:8:a580f6b5c68c,document_chunk,GSE111619_series_matrix.txt,[],"e with 5% CO2"" !Sample_molecule_ch1	""polyA RNA""	""polyA RNA""	""polyA RNA""	""polyA RNA"" !Sample_extract_protocol_ch1	""RNA was extracted using a PureLink RNA Mini kit , according to manufacturer's instructions. Total RNA quality was assessed using Bioanalyzer RNA Pico chips (Agilent) and all samples had RIN >9.""	""RNA was extracted using a PureLink RNA Mini kit , according to manufacturer's instructions. Total RNA quality was assessed using Bioanalyzer RNA Pico chips (Agilent) and all samples had RIN "
vector,Q05,14,chunk:GSE111619_series_matrix.txt:0:bc80d80b6fb6,document_chunk,GSE111619_series_matrix.txt,"[""Q05:F02""]","!Series_title	""Poly(A)+ RNA-seq from H226 cells expressing doxycycline-inducible Control (non-targeting) and p63-targeting shRNAs"" !Series_geo_accession	""GSE111619"" !Series_status	""Public on Aug 27 2018"" !Series_submission_date	""Mar 09 2018"" !Series_last_update_date	""Mar 27 2019"" !Series_pubmed_id	""30232004"" !Series_summary	""To determine the impact of ΔNp63α knockdown on steady-state mRNA levels, we performed poly(A)-enriched RNA-seq analysis of lung squamous cell carcinoma line H226 (inducible "
vector,Q05,15,chunk:GSE111619_series_matrix.txt:21:f1c4916c4d2a,document_chunk,GSE111619_series_matrix.txt,[],"://support.illumina.com/sequencing/sequencing_software/igenome.html)""	""Raw gene-level count data was generated using HTSeq (v0.6.1) with the following options (--stranded=reverse –minaqual=10 –type=exon –idattr=gene --mode=intersection-nonempty) using the GTF provided in the UCSC hg19-based igenomes bundle (https://support.illumina.com/sequencing/sequencing_software/igenome.html)""	""Raw gene-level count data was generated using HTSeq (v0.6.1) with the following options (--stranded=reverse –minaqu"
vector,Q05,16,chunk:GSE111619_family.soft:13:fe8aa2f0ef20,document_chunk,GSE111619_family.soft,[],M3035186 !Sample_status = Public on Aug 27 2018 !Sample_submission_date = Mar 09 2018 !Sample_last_update_date = Aug 27 2018 !Sample_type = SRA !Sample_channel_count = 1 !Sample_source_name_ch1 = H226 shControl_6 days doxycycline !Sample_organism_ch1 = Homo sapiens !Sample_taxid_ch1 = 9606 !Sample_characteristics_ch1 = cell line: H226 !Sample_characteristics_ch1 = cell type: lung squamous cell carcinoma !Sample_characteristics_ch1 = inducible shrna construct: Control !Sample_characteristics_ch1 
vector,Q05,17,chunk:GSE111619_family.soft:21:341003aa6ae0,document_chunk,GSE111619_family.soft,[],"xycycline !Sample_organism_ch1 = Homo sapiens !Sample_taxid_ch1 = 9606 !Sample_characteristics_ch1 = cell line: H226 !Sample_characteristics_ch1 = cell type: lung squamous cell carcinoma !Sample_characteristics_ch1 = inducible shrna construct: p63 !Sample_characteristics_ch1 = treatment: 1 µg/mL doxycycline !Sample_characteristics_ch1 = culture condition: 37°C, 5% CO2, 6 days !Sample_treatment_protocol_ch1 = 6 days 1 µg/mL doxycycline !Sample_growth_protocol_ch1 = All cell lines were plated 24 h"
vector,Q05,18,chunk:GSE111619_HTSeq_counts.txt:498:4c62f57c98e3,document_chunk,GSE111619_HTSeq_counts.txt,[],0 MIR4776-1	0	0	0	0 MIR4776-2	0	0	0	0 MIR4777	0	0	0	0 MIR4778	0	0	0	0 MIR4779	0	0	0	0 MIR4780	0	0	0	0 MIR4781	0	2	0	1 MIR4782	1	1	1	0 MIR4783	0	0	0	0 MIR4784	7	6	9	7 MIR4785	3	2	2	3 MIR4786	2	3	2	2 MIR4787	0	0	0	1 MIR4788	0	0	0	0 MIR4789	0	0	0	0 MIR4790	0	0	0	0 MIR4791	0	0	0	0 MIR4792	0	0	0	0 MIR4793	1	0	2	0 MIR4794	0	0	0	0 MIR4795	0	0	0	1 MIR4796	0	0	0	0 MIR4797	0	0	0	0 MIR4798	0	0	0	0 MIR4799	0	0	0	0 MIR4800	0	0	0	0 MIR4801	0	0	0	0 MIR4802	0	0	0	0 MIR4803	0	0	0	0 MIR4804	0	0	0	0 MIR483	0	0	0	0
vector,Q05,19,chunk:GSE111619_HTSeq_counts.txt:502:e7341753ff33,document_chunk,GSE111619_HTSeq_counts.txt,[],0	0 MIR526A2	0	0	0	0 MIR526B	0	0	0	0 MIR527	0	0	0	0 MIR532	0	0	0	0 MIR539	0	0	0	0 MIR541	0	0	0	0 MIR542	0	0	0	0 MIR543	0	0	0	0 MIR545	0	0	0	0 MIR548A1	0	0	0	0 MIR548A2	0	0	0	0 MIR548A3	0	0	0	0 MIR548AA1	0	0	0	0 MIR548AA2	0	0	0	0 MIR548AC	0	0	2	1 MIR548AD	0	0	0	0 MIR548AE2	0	1	0	0 MIR548AI	0	0	0	0 MIR548AJ2	0	0	0	0 MIR548AL	0	0	0	0 MIR548AN	0	0	0	0 MIR548AO	0	0	0	0 MIR548AP	0	0	0	0 MIR548AQ	0	0	0	0 MIR548AR	0	0	0	0 MIR548AS	0	0	0	0 MIR548AU	0	0	0	0 MIR548AV	1	0	0	0 MIR548AX	0	0	0	0 MIR548AY	0	0	0
vector,Q05,20,chunk:GSE111619_HTSeq_counts.txt:481:71b9006721c6,document_chunk,GSE111619_HTSeq_counts.txt,[],MIR31	0	0	0	0 MIR3115	0	0	0	0 MIR3117	0	0	0	0 MIR3119-1	0	0	0	0 MIR3119-2	0	0	0	0 MIR3120	0	0	1	0 MIR3121	0	1	0	0 MIR3122	0	0	1	1 MIR3123	0	0	0	0 MIR3124	0	4	0	0 MIR3125	1	0	0	2 MIR3126	0	0	0	0 MIR3127	0	1	0	1 MIR3128	0	0	0	0 MIR3129	0	0	1	0 MIR3130-1	0	0	0	0 MIR3130-2	0	0	0	0 MIR3131	0	0	0	0 MIR3132	1	6	4	4 MIR3134	0	0	0	0 MIR3136	3	7	6	4 MIR3138	0	2	2	0 MIR3140	0	0	0	0 MIR3141	0	0	0	0 MIR3142	0	0	0	0 MIR3143	0	0	0	0 MIR3145	0	0	0	2 MIR3146	4	1	2	0 MIR3147	0	0	0	0 MIR3148	0	0	0	0 MIR3150A	0	0	0
hybrid_rag,Q05,1,chunk:GSE111619_family.soft:35:a3b6b9cab079,document_chunk,GSE111619_family.soft,[],cDNA !Sample_library_source = transcriptomic !Sample_library_strategy = RNA-Seq !Sample_relation = BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN08667769 !Sample_relation = SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3777459 !Sample_supplementary_file_1 = NONE !Sample_series_id = GSE111619 !Sample_series_id = GSE111635 !Sample_data_row_count = 0
hybrid_rag,Q05,2,chunk:GSE111619_family.soft:20:9af496ac6e9a,document_chunk,GSE111619_family.soft,[],"oSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN08667774 !Sample_relation = SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3777457 !Sample_supplementary_file_1 = NONE !Sample_series_id = GSE111619 !Sample_series_id = GSE111635 !Sample_data_row_count = 0 ^SAMPLE = GSM3035187 !Sample_title = H226 shp63, 6 days doxycycline, replicate 1 !Sample_geo_accession = GSM3035187 !Sample_status = Public on Aug 27 2018 !Sample_submission_date = Mar 09 2018 !Sample_last_update_date = Aug 27 2018 !Sample_typ"
hybrid_rag,Q05,3,chunk:GSE111619_family.soft:12:70d15f8f2b25,document_chunk,GSE111619_family.soft,[],80045 !Sample_contact_country = USA !Sample_instrument_model = Illumina HiSeq 2500 !Sample_library_selection = cDNA !Sample_library_source = transcriptomic !Sample_library_strategy = RNA-Seq !Sample_relation = BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN08667775 !Sample_relation = SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3777456 !Sample_supplementary_file_1 = NONE !Sample_series_id = GSE111619 !Sample_series_id = GSE111635 !Sample_data_row_count = 0 ^SAMPLE = GSM3035186 !Sample_ti
hybrid_rag,Q05,4,chunk:GSE111619_series_matrix.txt:0:bc80d80b6fb6,document_chunk,GSE111619_series_matrix.txt,"[""Q05:F02""]","!Series_title	""Poly(A)+ RNA-seq from H226 cells expressing doxycycline-inducible Control (non-targeting) and p63-targeting shRNAs"" !Series_geo_accession	""GSE111619"" !Series_status	""Public on Aug 27 2018"" !Series_submission_date	""Mar 09 2018"" !Series_last_update_date	""Mar 27 2019"" !Series_pubmed_id	""30232004"" !Series_summary	""To determine the impact of ΔNp63α knockdown on steady-state mRNA levels, we performed poly(A)-enriched RNA-seq analysis of lung squamous cell carcinoma line H226 (inducible "
hybrid_rag,Q05,5,chunk:GSE111619_family.soft:0:80d433564abe,document_chunk,GSE111619_family.soft,"[""Q05:F02""]",^DATABASE = GeoMiame !Database_name = Gene Expression Omnibus (GEO) !Database_institute = NCBI NLM NIH !Database_web_link = http://www.ncbi.nlm.nih.gov/geo !Database_email = geo@ncbi.nlm.nih.gov ^SERIES = GSE111619 !Series_title = Poly(A)+ RNA-seq from H226 cells expressing doxycycline-inducible Control (non-targeting) and p63-targeting shRNAs !Series_geo_accession = GSE111619 !Series_status = Public on Aug 27 2018 !Series_submission_date = Mar 09 2018 !Series_last_update_date = Mar 27 2019 !Ser
hybrid_rag,Q05,6,chunk:GSE111619_series_matrix.txt:3:a3a0d21a74c2,document_chunk,GSE111619_series_matrix.txt,[],"ntact_state	""CO"" !Series_contact_zip/postal_code	""80045"" !Series_contact_country	""USA"" !Series_supplementary_file	""ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE111nnn/GSE111619/suppl/GSE111619_RNAseq_H226_shp63_analysis_HTSeq_counts.txt.gz"" !Series_platform_id	""GPL16791"" !Series_platform_taxid	""9606"" !Series_sample_taxid	""9606"" !Series_relation	""SubSeries of: GSE111635"" !Series_relation	""BioProject: https://www.ncbi.nlm.nih.gov/bioproject/PRJNA437576"" !Series_relation	""SRA: https://www.ncbi.nlm.nih."
hybrid_rag,Q05,7,chunk:GSE111619_series_matrix.txt:1:437999cf07da,document_chunk,GSE111619_series_matrix.txt,[],"ssion."" !Series_overall_design	""Poly(A)+ RNA for two independent biological replicates was purified  from H226 cells (inducible shControl and shp63) incubated treated for six days with 1 µg/mL doxycycline. a TruSeq Stranded mRNA Library Prep Kit (Illumina). Libraries were sequenced on an Illumina HiSeq 2000 system at the University of Colorado Cancer Center Genomics and Microarray Core facility. Reads were aligned (TopHat2) to the Human reference genome (GRCh37/hg19) and gene-level counts (HTseq"
hybrid_rag,Q05,8,chunk:GSE111619_family.soft:18:fa685cb8fd2e,document_chunk,GSE111619_family.soft,[],he following options (--stranded=reverse –minaqual=10 –type=exon –idattr=gene --mode=intersection-nonempty) using the GTF provided in the UCSC hg19-based igenomes bundle (https://support.illumina.com/sequencing/sequencing_software/igenome.html) !Sample_data_processing = Genome_build: GRCh37/hg19; Bowtie2 index and GTF from iGenomes UCSC hg19 bundle (https://support.illumina.com/sequencing/sequencing_software/igenome.html) !Sample_data_processing = Supplementary_files_format_and_content: Tab deli
hybrid_rag,Q05,9,chunk:GSE111619_family.soft:3:d5c4e36fc6d1,document_chunk,GSE111619_family.soft,[],"thew,D,Galbraith !Series_contact_department = Department of Pharmacology; Linda Crnic Institute for Down Syndrome !Series_contact_institute = University of Colorado Anschutz Medical Campus !Series_contact_address = 12800 E. 19th Ave. !Series_contact_city = Aurora !Series_contact_state = CO !Series_contact_zip/postal_code = 80045 !Series_contact_country = USA !Series_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE111nnn/GSE111619/suppl/GSE111619_RNAseq_H226_shp63_analysis_HTSeq_cou"
hybrid_rag,Q05,10,chunk:GSE111619_family.soft:33:887d9b8483f9,document_chunk,GSE111619_family.soft,[],C (v2.6) !Sample_data_processing = Raw gene-level count data was generated using HTSeq (v0.6.1) with the following options (--stranded=reverse –minaqual=10 –type=exon –idattr=gene --mode=intersection-nonempty) using the GTF provided in the UCSC hg19-based igenomes bundle (https://support.illumina.com/sequencing/sequencing_software/igenome.html) !Sample_data_processing = Genome_build: GRCh37/hg19; Bowtie2 index and GTF from iGenomes UCSC hg19 bundle (https://support.illumina.com/sequencing/sequen
hybrid_rag,Q05,11,chunk:GSE111619_family.soft:10:af45eaa5686d,document_chunk,GSE111619_family.soft,[],ng Picard (v1.129) !Sample_data_processing = Quality assessment of final mapped reads was performed using RSeQC (v2.6) !Sample_data_processing = Raw gene-level count data was generated using HTSeq (v0.6.1) with the following options (--stranded=reverse –minaqual=10 –type=exon –idattr=gene --mode=intersection-nonempty) using the GTF provided in the UCSC hg19-based igenomes bundle (https://support.illumina.com/sequencing/sequencing_software/igenome.html) !Sample_data_processing = Genome_build: GRC
hybrid_rag,Q05,12,chunk:GSE111619_family.soft:27:0811d4a4f618,document_chunk,GSE111619_family.soft,[],_contact_address = 12800 E. 19th Ave. !Sample_contact_city = Aurora !Sample_contact_state = CO !Sample_contact_zip/postal_code = 80045 !Sample_contact_country = USA !Sample_instrument_model = Illumina HiSeq 2500 !Sample_library_selection = cDNA !Sample_library_source = transcriptomic !Sample_library_strategy = RNA-Seq !Sample_relation = BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN08667770 !Sample_relation = SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3777458 !Sample_supplementary_fil
hybrid_rag,Q05,13,chunk:GSE111619_series_matrix.txt:27:426a10e70046,document_chunk,GSE111619_series_matrix.txt,[],"ple/SAMN08667769"" !Sample_relation	""SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3777456""	""SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3777457""	""SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3777458""	""SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3777459"" !Sample_supplementary_file_1	""NONE""	""NONE""	""NONE""	""NONE"" !series_matrix_table_begin ""ID_REF""	""GSM3035185""	""GSM3035186""	""GSM3035187""	""GSM3035188"" !series_matrix_table_end"
hybrid_rag,Q05,14,chunk:GSE111619_family.soft:15:044bb04e836b,document_chunk,GSE111619_family.soft,[],"Stranded mRNA Library Prep Kit (Illumina), according to the manufacturer’s instructions. !Sample_description = total RNA from doxycycline-treated H226 shControl cells !Sample_description = shControl_rep2 !Sample_description = NonTargeting_rep2 !Sample_data_processing = Signal processing, base-calling, and quality scoring was carried out automatically by the HiSeq 2500 Real-Time Analysis (RTA) software (Illumina) !Sample_data_processing = Demultiplexing and conversion to FASTQ format was carried "
hybrid_rag,Q05,15,chunk:GSE111619_HTSeq_counts.txt:0:41d025abdeaa,document_chunk,GSE111619_HTSeq_counts.txt,[],GeneID	NonTargeting_rep1	NonTargeting_rep2	p63KD_rep1	p63KD_rep2 A1BG	59	54	88	72 A1BG-AS1	268	231	224	221 A1CF	1	1	0	0 A2M	109	117	533	517 A2M-AS1	38	42	41	38 A2ML1	68	50	27	33 A2MP1	0	2	1	1 A3GALT2	2	2	0	2 A4GALT	2103	1852	2729	2672 A4GNT	0	0	0	1 AA06	0	0	0	0 AAAS	2784	2610	2142	1866 AACS	3501	3247	2899	2787 AACSP1	76	48	16	18 AADAC	7	0	6	1 AADACL2	0	0	0	0 AADACL2-AS1	0	0	0	0 AADACL3	0	0	0	0 AADACL4	0	0	0	2 AADACP1	4	8	3	4 AADAT	743	743	510	464 AAED1	404	433	305	262 AAGAB	5156	4853	5194	5143 A
hybrid_rag,Q05,16,chunk:GSE111619_family.soft:4:00eb8f492584,document_chunk,GSE111619_family.soft,[],sample_taxid = 9606 !Series_relation = SubSeries of: GSE111635 !Series_relation = BioProject: https://www.ncbi.nlm.nih.gov/bioproject/PRJNA437576 !Series_relation = SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRP134235 ^PLATFORM = GPL16791 !Platform_title = Illumina HiSeq 2500 (Homo sapiens) !Platform_geo_accession = GPL16791 !Platform_status = Public on Mar 14 2013 !Platform_submission_date = Mar 14 2013 !Platform_last_update_date = Mar 27 2019 !Platform_technology = high-throughput sequencing !
