GeneID	NonTargeting_rep1	NonTargeting_rep2	p63KD_rep1	p63KD_rep2
RPL23AP32	0	0	0	0
RPL23AP53	497	440	323	360
RPL23AP64	0	0	0	0
RPL23AP7	318	281	232	228
RPL23AP82	365	419	281	258
RPL23P8	0	0	0	1
RPL24	17312	16654	12216	12408
RPL26	33457	31896	19292	19519
RPL26L1	1419	1364	1100	1039
RPL27	21929	20381	13719	14156
RPL27A	38426	35437	22481	23064
RPL28	25140	23515	18108	16655
RPL29	33278	32178	18112	18081
RPL29P2	1	1	1	0
RPL3	87904	81271	51501	51388
RPL30	41981	40210	25462	24902
RPL31	21270	20180	14932	14954
RPL31P11	1	1	0	1
RPL32	32866	31170	18471	18604
RPL32P3	174	203	183	180
RPL34	12863	12474	8611	8964
RPL34-AS1	2	2	1	0
RPL35	21856	20156	12544	13001
RPL35A	15699	15139	9729	9838
RPL36	14080	13114	9202	9182
RPL36A	4524	4343	2197	2181
RPL36A-HNRNPH2	4	2	1	1
RPL36AL	8201	7943	7497	7651
RPL37	51314	50532	33283	33441
RPL37A	30794	29079	21428	21156
RPL38	10751	10438	7928	7878
RPL39	22841	21836	13482	14056
RPL39L	0	1	0	0
RPL3L	1	0	0	0
RPL4	99780	94322	60544	59953
RPL41	66320	64087	48205	47846
RPL5	43887	41646	25202	25790
RPL6	47090	45340	32395	32593
RPL7	66023	63897	39392	39300
RPL7A	70330	66443	40516	40372
RPL7L1	5546	5328	3624	3613
RPL8	71475	67636	51585	51303
RPL9	48453	45048	29787	31116
RPLP0	108018	101346	56960	57635
RPLP0P2	14	33	14	20
RPLP1	42446	40176	25108	24939
RPLP2	22680	21063	15133	15299
RPN1	13630	13575	21497	20458
RPN2	43701	42130	65293	61751
RPP14	2302	2183	1985	2030
RPP21	219	241	191	170
RPP25	280	259	380	371
RPP25L	1405	1258	1084	1079
RPP30	1691	1734	1206	1157
RPP38	1077	1021	1024	976
RPP40	388	360	221	232
RPPH1	10	9	20	12
RPRD1A	4579	4220	3681	3635
RPRD1B	3382	3437	2887	2749
RPRD2	3770	3570	3161	3006
RPRM	0	0	0	0
RPRML	0	0	0	0
RPS10	8561	8001	5180	5400
RPS10-NUDT3	2	3	1	0
RPS10P7	185	149	235	222
RPS11	35688	34220	25187	24237
RPS12	62872	59424	42652	43486
RPS13	20807	20023	12032	12209
RPS14	29837	27480	19144	18681
RPS14P3	14	8	7	1
RPS15	13981	14212	9610	9424
RPS15A	25448	23957	15246	15599
RPS15AP10	14	13	13	9
RPS16	29091	28251	22086	21232
RPS16P5	1	1	1	1
RPS17	7361	253	4	7511
RPS18	92461	80352	48399	49918
RPS18P9	83	83	134	120
RPS19	41448	38980	23772	23708
RPS19BP1	1990	1861	2016	2003
RPS2	86720	84887	35338	34873
RPS20	13879	13657	9315	9632
RPS21	17756	17469	10637	10907
RPS23	42023	39643	23063	23244
RPS24	54042	52440	30573	31107
RPS25	37545	36339	23441	24023
RPS26	14040	13954	11508	11162
RPS26P11	7	7	6	5
RPS27	24128	22422	18048	18474
RPS27A	45494	44605	32371	33368
RPS27L	4267	4022	5368	5164
RPS28	12613	12104	9339	9146
RPS29	12489	12489	10497	11197
RPS2P32	0	0	0	0
RPS3	69669	65957	35858	36094
RPS3A	78825	71674	38486	39571
RPS4X	83242	78533	45804	45393
RPS4Y1	0	0	0	0
RPS4Y2	0	0	0	0
RPS5	36233	33942	23157	22785
RPS6	66053	57044	31881	34567
RPS6KA1	2962	2868	2921	2757
RPS6KA2	1259	1199	4150	3863
RPS6KA2-AS1	0	0	0	0
RPS6KA2-IT1	7	4	18	14
RPS6KA3	3954	3819	3412	3403
RPS6KA4	5235	5321	3655	3523
RPS6KA5	378	376	173	131
RPS6KA6	7	6	10	9
RPS6KB1	3121	3068	2550	2551
RPS6KB2	2947	2901	2453	2323
RPS6KC1	1239	1153	1470	1367
RPS6KL1	243	235	233	250
RPS7	42508	39547	23931	24994
RPS7P5	0	0	0	0
RPS8	45418	43227	27875	28357
RPS9	28032	26450	18456	18848
RPSA	57244	53506	26168	25961
RPSAP52	0	0	0	0
RPSAP58	754	732	535	483
RPSAP9	129	147	136	104
RPTN	1	1	0	0
RPTOR	2527	2363	2447	2430
RPUSD1	1590	1610	1240	1358
RPUSD2	829	791	601	627
RPUSD3	1285	1292	1243	1146
RPUSD4	2230	2099	1757	1554
RQCD1	3446	3318	2382	2331
RRAD	73	62	30	21
RRAGA	3664	3355	3604	3480
RRAGB	363	351	543	561
RRAGC	2145	2026	1843	1683
RRAGD	214	171	314	323
RRAS	1060	977	1198	1179
RRAS2	2705	2608	2379	2336
RRBP1	4757	4536	7949	8004
RREB1	3631	3316	3488	3374
RRH	8	3	9	15
RRM1	13874	13533	6015	6138
RRM2	10071	10176	5672	5819
RRM2B	13094	12422	9142	9493
RRN3	3828	3532	2705	2862
RRN3P1	0	1	2	0
RRN3P2	8	8	4	6
RRN3P3	141	170	188	140
RRNAD1	1073	986	1214	1124
RRP1	1474	1507	966	936
RRP12	2760	2686	2052	2047
RRP15	1611	1601	1148	1270
RRP1B	4147	4177	2723	2511
RRP36	3422	3347	3123	3088
RRP7A	2686	2614	2447	2298
RRP7B	536	496	365	344
RRP8	753	767	561	556
RRP9	1104	1091	673	645
RRS1	1401	1386	898	917
RRS1-AS1	4	4	3	5
RS1	0	0	0	0
RSAD1	1520	1444	1284	1160
RSAD2	6	9	8	1
RSBN1	1166	1117	994	1026
RSBN1L	1227	1181	967	942
RSC1A1	352	341	264	250
RSF1	2712	2650	2350	2408
RSG1	124	110	103	120
RSL1D1	11212	10444	6903	6832
RSL24D1	6166	5724	3643	3851
RSPH1	61	56	117	111
RSPH10B	0	0	0	0
RSPH10B2	0	0	0	0
RSPH3	414	420	600	574
RSPH4A	6	7	6	6
RSPH6A	1	0	0	0
RSPH9	1	0	0	0
RSPO1	0	0	0	0
RSPO2	0	1	0	0
RSPO3	0	1	1	0
RSPO4	0	0	0	0
RSPRY1	1217	1158	1332	1278
RSRC1	1773	1648	1275	1342
RSRC2	3992	3992	3376	3278
RSRP1	1426	1326	2845	2547
RSU1	1797	1824	2054	2092
RSU1P2	0	0	0	0
RTBDN	7	11	29	25
RTCA	2470	2484	1975	2064
RTCA-AS1	19	15	10	15
RTCB	5937	5753	5416	5360
RTDR1	0	0	1	1
RTEL1	145	120	72	51
RTEL1-TNFRSF6B	8	20	7	4
RTF1	5271	5239	4888	4991
RTFDC1	5937	5747	5144	5138
RTKN	2834	2757	2797	2591
RTKN2	1460	1375	551	600
RTL1	0	0	0	0
RTN1	4	0	0	0
RTN2	382	380	670	654
RTN3	14183	13981	14552	13715
RTN4	12508	12507	11198	11140
RTN4IP1	1293	1251	1143	1170
RTN4R	408	414	383	357
RTN4RL1	17	27	15	13
RTN4RL2	108	138	100	92
RTP1	5	9	6	6
RTP2	0	1	0	0
RTP3	0	0	0	2
RTP4	21	13	22	20
RTP5	0	0	0	0
RTTN	1396	1385	670	633
RUFY1	2164	2031	1900	1918
RUFY2	1426	1257	1302	1216
RUFY3	2053	1867	1450	1357
RUFY4	2	4	5	0
RUNDC1	1668	1566	2074	2006
RUNDC3A	5	4	8	12
RUNDC3B	0	0	1	2
RUNX1	4260	4072	5834	5628
RUNX1-IT1	5	9	0	2
RUNX1T1	0	2	0	2
RUNX2	786	735	710	616
RUNX3	528	546	453	466
RUSC1	2469	2388	2073	1941
RUSC1-AS1	10	12	29	25
RUSC2	1818	1812	2303	2125
RUVBL1	4208	3931	2069	2141
RUVBL2	5133	4955	2889	2872
RWDD1	4287	4009	3547	3565
RWDD2A	614	564	942	956
RWDD2B	1457	1372	1158	1179
RWDD3	531	482	378	366
RWDD4	3039	2880	2344	2367
RXFP1	1	1	1	2
RXFP2	0	0	0	0
RXFP3	0	0	0	0
RXFP4	5	4	20	23
RXRA	8657	7969	5472	5206
RXRB	4442	4044	3756	3519
RXRG	0	0	0	0
RYBP	2303	2125	2123	2079
RYK	4218	4179	3428	3387
RYR1	480	456	237	221
RYR2	144	109	113	113
RYR3	60	59	38	20
S100A1	2	1	2	4
S100A10	14825	14615	12555	12509
S100A11	14746	14193	17468	17113
S100A12	10	11	12	23
S100A13	1935	1842	2062	2008
S100A14	16496	15302	10291	10095
S100A16	11501	10908	11231	11040
S100A2	12798	11712	1187	1220
S100A3	51	58	15	7
S100A4	356	326	329	298
S100A5	1	2	4	3
S100A6	31492	29458	39137	40577
S100A7	267	268	991	990
S100A7A	0	4	10	7
S100A7L2	0	0	0	0
S100A8	782	739	1944	1898
S100A9	4118	3674	8936	9060
S100B	0	0	0	0
S100G	0	0	0	0
S100P	8764	8039	19538	19496
S100PBP	1544	1589	1153	1170
S100Z	0	0	0	0
S1PR1	45	44	18	17
S1PR2	157	145	206	177
S1PR3	361	372	491	466
S1PR4	32	33	31	34
S1PR5	41	41	3	9
SAA1	341	386	1196	1085
SAA2	169	171	845	801
SAA2-SAA4	2	0	9	15
SAA3P	0	0	0	0
SAA4	0	0	10	7
SAAL1	1296	1294	665	687
SAC3D1	1444	1452	881	896
SACM1L	4631	4335	4606	4396
SACS	2387	2281	1060	1065
SACS-AS1	0	0	0	0
SAE1	7827	7604	4497	4502
SAFB	5374	5629	4077	4004
SAFB2	3146	3137	2901	2819
SAG	0	1	0	0
SAGE1	0	0	0	0
SALL1	0	0	0	0
SALL2	107	104	28	22
SALL3	0	1	1	0
SALL4	170	182	97	70
SAMD1	1695	1728	1399	1313
SAMD10	454	505	652	602
SAMD11	97	83	72	58
SAMD12	3856	3699	4224	4132
SAMD12-AS1	76	72	104	107
SAMD13	191	181	175	155
SAMD14	0	0	4	2
SAMD15	57	52	55	60
SAMD3	0	0	0	0
SAMD4A	264	257	620	569
SAMD4B	3724	3619	3701	3395
SAMD5	484	509	309	273
SAMD7	0	0	0	0
SAMD8	2416	2170	2336	2278
SAMD9	11012	9971	9568	9053
SAMD9L	1617	1548	2168	2122
SAMHD1	1550	1382	989	865
SAMM50	5191	4903	4552	4599
SAMSN1	2	0	1	0
SAMSN1-AS1	0	0	0	0
SAP130	2325	2260	1926	1774
SAP18	6455	6233	8620	8350
SAP25	110	145	164	132
SAP30	570	586	245	265
SAP30BP	2320	2286	1878	1832
SAP30L	2209	2203	2729	2575
SAP30L-AS1	5	7	7	4
SAPCD1	0	0	0	0
SAPCD2	3925	3851	1095	1102
SAR1A	7155	6863	7392	7635
SAR1B	3406	3343	4361	4163
SARDH	3	1	9	10
SARM1	121	116	208	190
SARNP	2589	2400	1697	1763
SARS	11773	10848	5910	6068
SARS2	1496	1382	1010	832
SART1	3657	3567	2795	2802
SART3	3017	3096	2252	2158
SASH1	4588	4359	3099	2884
SASH3	3	2	0	0
SASS6	1571	1452	683	710
SAT1	16282	16165	105295	102485
SAT2	1363	1307	1456	1322
SATB1	2013	2001	3052	2808
SATB2	924	963	1121	976
SATB2-AS1	0	0	2	3
SATL1	0	0	0	0
SAV1	3763	3575	4037	4037
SAYSD1	1602	1537	1784	1609
SBDS	6828	6585	6288	6666
SBDSP1	2389	2364	1869	1938
SBF1	5302	5054	4726	4457
SBF1P1	0	0	0	0
SBF2	2398	2345	2188	2188
SBF2-AS1	240	227	118	138
SBK1	74	88	108	90
SBK2	0	0	1	0
SBK3	39	30	49	27
SBNO1	4059	3947	3559	3633
SBNO2	6109	6110	8594	8024
SBSN	1	1	6	4
SBSPON	1	2	0	0
SC5D	10574	10200	7938	7730
SCAF1	3438	3628	3902	3559
SCAF11	12122	11493	9498	9342
SCAF4	1937	1954	1489	1504
SCAF8	2382	2223	2029	1928
SCAI	821	789	595	547
SCAMP1	4832	4658	4368	4273
SCAMP1-AS1	296	271	236	249
SCAMP2	4970	5046	7624	7147
SCAMP3	3001	3042	3667	3417
SCAMP4	3595	3615	5279	4802
SCAMP5	493	443	811	794
SCAND1	1295	1313	1966	1719
SCAND2P	427	477	456	436
SCAP	5210	4898	5942	5428
SCAPER	1159	1128	1010	1051
SCARA3	4626	4370	3914	3663
SCARA5	5	4	2	0
SCARB1	5825	5829	5657	5399
SCARB2	17736	17120	27716	26568
SCARF1	55	63	124	128
SCARF2	58	59	122	93
SCARNA1	2	0	0	0
SCARNA10	6	6	2	1
SCARNA11	0	0	0	0
SCARNA12	50	44	52	39
SCARNA13	0	0	0	0
SCARNA14	0	0	0	0
SCARNA15	39	52	24	28
SCARNA16	4	0	1	3
SCARNA17	4	12	6	5
SCARNA18	0	1	0	0
SCARNA2	1	1	1	1
SCARNA20	3	0	0	2
SCARNA21	5	5	3	5
SCARNA22	12	17	3	3
SCARNA23	0	1	0	0
SCARNA27	20	29	17	17
SCARNA3	0	0	0	0
SCARNA4	1	1	3	1
SCARNA5	2	1	0	1
SCARNA6	0	1	8	2
SCARNA7	2	0	2	2
SCARNA8	3	2	3	4
SCARNA9	16	10	11	13
SCARNA9L	2	1	1	1
SCART1	132	127	146	134
SCCPDH	2474	2415	7466	7385
SCD	123635	116473	78158	71924
SCD5	3190	3143	1556	1639
SCEL	1155	1110	2249	2320
SCFD1	3246	3097	2969	3162
SCFD2	1393	1349	837	794
SCG2	8	7	6	5
SCG3	2	0	1	1
SCG5	47	49	9	11
SCGB1A1	21	20	7	14
SCGB1B2P	5	1	0	7
SCGB1C1	0	0	0	0
SCGB1D1	0	0	0	0
SCGB1D2	1	1	0	0
SCGB1D4	0	0	0	0
SCGB2A1	2	0	4	2
SCGB2A2	0	0	0	0
SCGB2B2	0	1	3	1
SCGB2B3P	0	0	0	0
SCGB3A1	0	0	0	0
SCGB3A2	0	0	0	0
SCGN	1	0	0	1
SCHIP1	3	2	1	1
SCHLAP1	0	0	0	1
SCIMP	0	0	2	0
SCIN	25	19	9	10
SCLT1	1149	1099	492	480
SCLY	58	37	36	24
SCMH1	1465	1448	1225	1127
SCML1	1372	1425	931	874
SCML2	0	0	0	0
SCML4	0	0	0	0
SCN10A	0	0	0	0
SCN11A	16	19	13	10
SCN1A	0	0	1	2
SCN1B	33	38	294	282
SCN2A	1	1	4	4
SCN2B	6	12	7	8
SCN3A	0	1	1	0
SCN3B	29	30	15	25
SCN4A	0	0	1	2
SCN4B	36	63	28	24
SCN5A	16	22	29	21
SCN7A	0	1	0	0
SCN8A	61	44	17	29
SCN9A	0	0	0	1
SCNM1	237	236	189	180
SCNN1A	22184	21403	50286	46512
SCNN1B	1	0	0	4
SCNN1D	102	121	175	138
SCNN1G	0	1	0	1
SCO1	2802	2677	2666	2666
SCO2	844	810	1032	966
SCOC	6818	6371	7406	7691
SCOC-AS1	35	34	56	57
SCP2	6894	6586	7138	7086
SCP2D1	0	0	0	0
SCPEP1	12067	10908	11781	11082
SCRG1	0	0	2	1
SCRIB	14112	13727	9475	8893
SCRN1	13546	12902	16199	15873
SCRN2	1447	1430	1661	1662
SCRN3	1968	1744	1780	1802
SCRT1	0	1	0	0
SCRT2	0	0	0	0
SCT	0	0	1	0
SCTR	0	0	0	0
SCUBE1	0	0	0	0
SCUBE2	7	2	11	6
SCUBE3	23	12	24	31
SCXB	0	1	0	1
SCYL1	4792	4703	6467	6344
SCYL2	5782	5466	5291	5264
SCYL3	578	590	658	639
SDAD1	3100	3011	2580	2692
SDC1	25922	24985	31135	29846
SDC2	15	12	88	87
SDC3	1073	1009	957	903
SDC4	11541	11448	11310	11292
SDC4P	0	0	0	0
SDCBP	4460	4290	5217	5077
SDCBP2	23	27	142	99
SDCBP2-AS1	11	17	13	13
SDCCAG3	2575	2547	1896	1785
SDCCAG8	878	787	706	626
SDE2	1115	1187	1012	1046
SDF2	2661	2655	4744	4469
SDF2L1	1325	1298	2282	2158
SDF4	4720	4671	8918	8675
SDHA	32792	31826	42424	41755
SDHAF1	507	499	468	450
SDHAF2	1943	1835	2176	2167
SDHAP1	686	601	797	659
SDHAP2	847	822	970	888
SDHAP3	157	192	287	223
SDHB	3030	2957	2946	3038
SDHC	8106	7558	9201	8934
SDHD	12280	11439	13616	13898
SDK1	72	97	155	178
SDK2	0	0	0	0
SDPR	1709	1536	590	633
SDR16C5	35	24	21	20
SDR16C6P	0	0	0	0
SDR39U1	1631	1600	1864	1649
SDR42E1	744	740	572	603
SDR9C7	4	2	1	0
SDS	0	0	0	0
SDSL	536	509	791	710
SEBOX	1	1	4	6
SEC11A	10558	10067	9216	9220
SEC11C	2256	2343	4499	4469
SEC13	5341	5119	5820	5881
SEC14L1	1727	1630	1816	1792
SEC14L1P1	65	74	46	47
SEC14L2	1681	1479	1235	1190
SEC14L3	0	0	0	0
SEC14L4	5	3	1	0
SEC14L5	3	6	4	5
SEC14L6	6	1	6	11
SEC16A	8964	8227	8461	8441
SEC16B	80	59	83	81
SEC1P	7	3	5	3
SEC22A	1178	1138	1087	1002
SEC22B	3394	3166	5073	5016
SEC22C	4211	4203	3363	3317
SEC23A	4510	4279	3609	3503
SEC23B	3174	3143	2891	2958
SEC23IP	3730	3539	3454	3353
SEC24A	3009	2855	3838	3911
SEC24B	4130	4027	3499	3610
SEC24B-AS1	30	31	36	35
SEC24C	7364	7098	7879	7463
SEC24D	1865	1749	3404	3358
SEC31A	11493	10859	11932	11737
SEC31B	618	599	1078	870
SEC61A1	25917	25781	33498	31407
SEC61A2	449	472	636	588
SEC61B	3194	3111	3135	3029
SEC61G	2887	2687	3107	3095
SEC62	9260	8955	13091	12862
SEC63	14562	14513	14651	14260
SECISBP2	1661	1614	1777	1753
SECISBP2L	3141	3034	5073	5012
SECTM1	1288	1317	3229	3048
SEH1L	4255	4018	3136	3086
SEL1L	5805	5745	8771	8603
SEL1L2	0	0	1	0
SEL1L3	5688	5786	6790	6546
SELE	0	0	0	0
SELENBP1	425	435	532	429
SELK	1542	1395	1258	1181
SELL	27	24	20	22
SELM	268	303	631	610
SELO	1709	1725	1499	1532
SELP	0	0	0	0
SELPLG	46	43	91	88
SELT	6062	6018	8370	8522
SELV	0	0	0	0
SEMA3A	266	223	101	91
SEMA3B	35461	37137	76920	69706
SEMA3B-AS1	163	140	537	524
SEMA3C	4721	4527	4542	4273
SEMA3D	1	1	0	3
SEMA3E	16	9	15	9
SEMA3F	13189	12576	17336	15976
SEMA3G	15	17	56	36
SEMA4A	1100	1113	642	674
SEMA4B	6059	5699	5015	4504
SEMA4C	1149	1117	1278	1097
SEMA4D	704	700	724	703
SEMA4F	658	608	709	692
SEMA4G	570	584	1862	1535
SEMA5A	1163	1230	2891	2816
SEMA5B	6	9	4	1
SEMA6A	3	3	1	1
SEMA6B	3610	3675	2504	2393
SEMA6C	76	87	102	80
SEMA6D	22	31	10	7
SEMA7A	1138	1105	3189	3297
SEMG1	0	0	2	2
SEMG2	0	3	111	116
SENCR	3	2	0	1
SENP1	2038	2001	1228	1174
SENP2	1831	1837	1482	1538
SENP3	717	667	540	537
SENP3-EIF4A1	8	7	5	3
SENP5	1783	1684	1372	1307
SENP6	7829	7487	5898	5762
SENP7	1037	997	608	592
SENP8	472	394	364	419
SEP15	7329	7285	9761	9806
SEPHS1	5465	5268	3490	3427
SEPHS2	3761	3640	4083	4004
SEPN1	4177	4091	4394	3966
SEPP1	1671	1651	1956	1959
SEPSECS	1372	1373	1054	1042
SEPSECS-AS1	22	34	26	17
SEPT1	52	46	47	40
SEPT10	9783	8850	5265	5423
SEPT11	7689	7685	5666	5664
SEPT12	0	0	1	0
SEPT14	9	3	14	6
SEPT2	22220	21345	20233	19707
SEPT3	31	34	34	40
SEPT4	25	25	6	7
SEPT5	0	0	3	5
SEPT5-GP1BB	2	1	6	1
SEPT6	3810	3714	3459	3204
SEPT7	14402	13941	9268	9460
SEPT7P2	416	485	384	384
SEPT7P9	3	1	7	5
SEPT8	5040	4947	3718	3402
SEPT9	22461	21268	21429	20177
SEPW1	1534	1457	1375	1298
SERAC1	310	320	323	307
SERBP1	28377	26632	15416	15652
SERF1A	0	0	0	0
SERF1B	0	0	0	0
SERF2	10955	10200	14902	14449
SERF2-C15ORF63	0	0	1	1
SERGEF	947	879	718	698
SERHL	7	12	14	7
SERHL2	32	41	49	35
SERINC1	12020	11908	19318	18288
SERINC2	19136	18868	26969	24741
SERINC3	9673	9501	13237	13023
SERINC4	9	11	15	13
SERINC5	2861	2726	2781	2753
SERP1	7351	7217	7374	7269
SERP2	0	2	2	0
SERPINA1	138	111	754	737
SERPINA10	0	0	0	0
SERPINA11	0	0	0	1
SERPINA12	0	0	0	0
SERPINA13P	0	0	0	0
SERPINA2	0	0	0	0
SERPINA3	223	243	1735	1565
SERPINA4	0	0	0	0
SERPINA5	200	182	458	429
SERPINA6	4	4	3	11
SERPINA7	0	0	0	0
SERPINA9	0	1	2	6
SERPINB1	8017	7596	13298	13565
SERPINB10	6	2	12	5
SERPINB11	1	0	1	0
SERPINB12	8	4	7	1
SERPINB13	6484	5966	409	420
SERPINB2	11	11	35	41
SERPINB3	5110	4110	3149	2964
SERPINB4	799	726	670	604
SERPINB5	9525	9165	4392	4705
SERPINB6	6063	5776	7538	7678
SERPINB7	929	863	417	481
SERPINB8	1473	1458	1477	1398
SERPINB9	1683	1626	2015	1977
SERPINB9P1	6	8	10	11
SERPINC1	6	4	16	8
SERPIND1	7	2	12	9
SERPINE1	589	660	1642	1535
SERPINE2	107	98	257	204
SERPINE3	0	0	0	0
SERPINF1	1049	1076	72	80
SERPINF2	617	552	357	340
SERPING1	32	49	208	182
SERPINH1	16288	15710	16745	15816
SERPINI1	39	47	129	126
SERPINI2	0	0	0	0
SERTAD1	1275	1208	1573	1584
SERTAD2	1707	1626	1106	1019
SERTAD3	1307	1308	1437	1332
SERTAD4	72	90	82	91
SERTAD4-AS1	3	5	5	7
SERTM1	0	0	0	0
SESN1	5063	4929	2562	2492
SESN2	931	1017	487	453
SESN3	412	378	438	439
SESTD1	2546	2586	2573	2340
SET	30709	30727	21611	21860
SETBP1	1371	1295	637	531
SETD1A	2014	2168	1383	1329
SETD1B	2779	2662	2875	2798
SETD2	5976	5764	5026	4814
SETD3	4190	4018	4220	4139
SETD4	919	1015	871	791
SETD5	7109	6921	5440	5077
SETD6	854	906	907	792
SETD7	8216	7908	10124	10049
SETD8	2311	2319	1446	1393
SETD9	455	422	350	351
SETDB1	2749	2667	2112	1956
SETDB2	1348	1213	1112	1047
SETMAR	705	652	633	614
SETSIP	0	0	1	1
SETX	4874	4392	4970	4697
SEZ6	0	0	0	0
SEZ6L	0	0	0	0
SEZ6L2	2236	2281	6363	5731
SF1	12523	13069	10082	9298
SF3A1	7886	7610	5972	5879
SF3A2	3031	3203	2172	1983
SF3A3	6430	6320	3975	3997
SF3B1	19317	18666	19149	18164
SF3B2	17185	16531	12698	12609
SF3B3	12198	11855	7980	7829
SF3B4	4310	4241	3208	3149
SF3B5	4872	4591	4556	4390
SF3B6	3910	3809	2543	2525
SFI1	1011	1033	775	660
SFMBT1	1414	1418	1083	1073
SFMBT2	610	567	1006	986
SFN	14447	13420	2930	2811
SFPQ	20709	20576	15228	15128
SFR1	633	589	382	425
SFRP1	4934	4880	6583	6302
SFRP2	0	0	0	0
SFRP4	5	10	0	0
SFRP5	0	0	0	0
SFSWAP	2149	2299	1990	1770
SFT2D1	1044	1045	1204	1104
SFT2D2	433	416	356	397
SFT2D3	647	651	824	717
SFTA1P	111	98	81	70
SFTA2	1	0	3	2
SFTA3	1	2	1	2
SFTPA1	0	0	0	0
SFTPA2	4	0	3	4
SFTPB	1	2	2	6
SFTPC	1	0	0	0
SFTPD	109	103	185	190
SFXN1	4533	4216	4083	4179
SFXN2	876	896	450	454
SFXN3	1743	1752	1818	1584
SFXN4	3552	3535	4372	4233
SFXN5	560	585	513	479
SGCA	4	7	21	34
SGCB	2102	2090	2084	2069
SGCD	2	1	1	0
SGCE	504	465	207	212
SGCG	1	0	0	0
SGCZ	0	0	0	0
SGIP1	2	0	0	1
SGK1	506	533	698	630
SGK2	10	8	10	15
SGK223	288	284	300	306
SGK3	15	19	13	5
SGK494	432	406	418	286
SGMS1	1657	1589	1791	1765
SGMS2	2622	2454	2297	2181
SGOL1	1505	1472	427	394
SGOL1-AS1	1	0	1	0
SGOL2	3604	3433	708	788
SGPL1	4447	4459	5694	5365
SGPP1	2128	2063	1943	1949
SGPP2	42	49	140	108
SGSH	1593	1656	2799	2516
SGSM1	5	5	13	11
SGSM2	3126	3202	4314	3758
SGSM3	2611	2595	3366	3041
SGTA	3253	3210	2848	2736
SGTB	490	459	439	456
SH2B1	2146	2244	2930	2467
SH2B2	31	43	55	70
SH2B3	391	401	310	264
SH2D1A	0	0	0	0
SH2D1B	0	0	4	1
SH2D2A	2	2	1	0
SH2D3A	3346	3239	3421	3318
SH2D3C	16	16	15	22
SH2D4A	1186	1161	3030	3089
SH2D4B	2	2	2	1
SH2D5	34	45	20	20
SH2D6	5	3	2	7
SH2D7	0	0	0	1
SH3BGR	120	119	220	237
SH3BGRL	3196	2989	4409	4391
SH3BGRL2	1095	1023	1856	1772
SH3BGRL3	1252	1239	1693	1666
SH3BP1	1534	1459	647	569
SH3BP2	1990	1966	2286	2048
SH3BP4	3390	3345	4626	4473
SH3BP5	1238	1217	1225	1246
SH3BP5-AS1	195	213	430	378
SH3BP5L	2237	2053	2028	1986
SH3D19	4040	3940	4344	4195
SH3D21	1124	1137	1149	1038
SH3GL1	5066	5043	4119	4094
SH3GL1P1	10	18	13	11
SH3GL1P2	6	3	3	2
SH3GL2	627	613	895	902
SH3GL3	58	41	38	40
SH3GLB1	6254	5738	6234	6203
SH3GLB2	3213	3133	3817	3295
SH3KBP1	993	934	1020	975
SH3PXD2A	2913	2648	1062	951
SH3PXD2A-AS1	68	54	52	37
SH3PXD2B	1062	966	1217	1196
SH3RF1	2136	1924	2504	2434
SH3RF2	536	489	312	249
SH3RF3	234	172	178	174
SH3RF3-AS1	4	4	6	4
SH3TC1	3612	3555	5118	4809
SH3TC2	561	568	791	730
SH3YL1	4697	4590	5067	5212
SHANK1	0	0	0	0
SHANK2	1022	942	1477	1445
SHANK2-AS1	0	0	0	1
SHANK2-AS3	0	0	0	0
SHANK3	334	341	451	427
SHARPIN	3043	2874	3740	3521
SHB	894	842	845	792
SHBG	11	14	18	17
SHC1	9221	8874	7929	7453
SHC2	0	0	0	0
SHC3	49	50	71	45
SHC4	17	21	10	10
SHCBP1	4013	3927	1175	1148
SHCBP1L	0	0	1	0
SHD	2	0	1	0
SHE	0	4	0	0
SHF	64	72	55	45
SHFM1	3656	3536	2812	2844
SHH	1	5	9	7
SHISA2	3	3	5	4
SHISA3	0	0	0	0
SHISA4	881	835	1367	1233
SHISA5	8244	7956	10067	9202
SHISA6	0	0	0	0
SHISA7	0	0	0	0
SHISA8	0	0	0	0
SHISA9	249	230	168	167
SHKBP1	2416	2332	2021	1876
SHMT1	4330	4082	3255	3294
SHMT2	12099	11686	5151	5014
SHOC2	3221	3039	3016	2980
SHOX	0	0	0	0
SHOX2	9	11	14	15
SHPK	1434	1443	1456	1342
SHPRH	2393	2166	1820	1766
SHQ1	1330	1205	893	956
SHROOM1	722	739	739	627
SHROOM2	496	466	171	183
SHROOM3	5691	5213	8529	8512
SHROOM4	14	7	36	24
SI	0	0	0	0
SIAE	7954	7854	13904	13272
SIAH1	927	920	756	744
SIAH2	1279	1241	1351	1317
SIAH3	64	51	72	63
SIDT1	799	765	2322	2072
SIDT2	3934	3849	5856	5411
SIGIRR	1429	1377	2479	2224
SIGLEC1	1	3	1	0
SIGLEC10	0	0	1	1
SIGLEC11	0	0	0	0
SIGLEC12	0	0	0	0
SIGLEC14	1	1	0	0
SIGLEC15	8	2	18	15
SIGLEC16	0	0	0	0
SIGLEC17P	0	0	0	0
SIGLEC5	5	5	1	0
SIGLEC6	0	0	0	0
SIGLEC7	0	0	0	0
SIGLEC8	0	0	0	0
SIGLEC9	0	0	0	0
SIGLECL1	0	0	0	1
SIGMAR1	6520	6476	5485	5048
